#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,mean,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,host,topic
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:56:50Z,-0.23,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:57:00Z,-0.24285714285714285,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:57:10Z,-0.26571428571428574,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:57:20Z,-0.28500000000000003,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:57:30Z,-0.2357142857142857,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:57:40Z,-0.25285714285714284,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:57:50Z,-0.235,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:58:00Z,-0.24,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:58:10Z,-0.2542857142857143,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:58:20Z,-0.26499999999999996,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:58:30Z,-0.26142857142857145,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:58:40Z,-0.25285714285714284,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:58:50Z,-0.25,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:59:00Z,-0.23,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:59:10Z,-0.2814285714285715,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:59:20Z,-0.2383333333333333,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:59:30Z,-0.23285714285714285,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:59:40Z,-0.21714285714285714,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:59:50Z,-0.24666666666666667,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-31T00:00:00Z,-0.26142857142857145,ax,mqtt_consumer,7ada292730b7,Encostas/dados
